Exercise,Video_File,Frame_Number,Side_Used,Elbow_Angle,Shoulder_Angle,Hip_Angle,Knee_Angle,Form_Label,Form
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3253,RIGHT,156.9,67.57,21.36,62.65,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3255,RIGHT,156.58,68.17,22.39,66.19,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3256,RIGHT,157.28,68.26,23.47,68.29,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3259,RIGHT,157.99,67.16,24.85,71.71,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3264,RIGHT,158.93,65.95,26.58,75.95,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3265,RIGHT,158.43,65.68,28.4,77.3,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3266,RIGHT,158.89,66.61,28.7,79.27,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3267,RIGHT,159.07,66.49,30.62,81.88,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3268,RIGHT,159.28,65.81,32.39,82.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3269,RIGHT,159.2,65.1,34.73,89.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3270,RIGHT,158.84,65.08,36.54,92.15,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3271,RIGHT,158.92,64.97,39.71,92.21,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3272,RIGHT,155.94,62.95,44.16,97.82,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3273,RIGHT,157.32,63.16,47.75,101.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3274,RIGHT,156.6,62.83,48.99,105.75,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3276,RIGHT,155.12,60.11,51.89,106.18,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3277,RIGHT,154.06,58.71,53.52,107.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3278,RIGHT,149.32,54.81,55.41,108.45,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3279,RIGHT,146.31,52.6,56.54,109.48,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3280,RIGHT,143.0,49.05,59.54,111.64,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3281,RIGHT,138.93,44.95,64.04,116.19,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3282,RIGHT,138.08,43.26,67.47,122.04,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3283,RIGHT,137.76,41.05,72.92,126.97,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3284,RIGHT,139.57,39.65,75.58,128.42,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3285,RIGHT,140.93,38.47,81.08,135.56,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3286,RIGHT,143.53,36.88,86.56,139.2,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3287,RIGHT,144.16,36.41,88.98,139.64,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3288,RIGHT,143.28,34.43,92.85,142.53,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3289,RIGHT,142.72,33.08,96.32,141.99,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3290,RIGHT,143.09,31.85,102.2,147.0,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3291,RIGHT,143.85,28.98,108.06,148.94,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3292,RIGHT,145.66,28.13,113.43,151.27,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3293,RIGHT,146.42,26.44,118.51,153.53,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3294,RIGHT,140.61,22.4,123.25,158.89,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3295,RIGHT,137.9,19.44,128.72,166.35,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3296,RIGHT,138.08,17.38,131.87,166.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3297,RIGHT,139.62,15.06,136.09,167.99,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3298,RIGHT,141.21,13.98,140.5,171.44,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3299,RIGHT,138.86,10.83,145.04,173.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3300,RIGHT,137.86,7.6,147.36,169.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3301,RIGHT,143.74,8.18,151.35,170.36,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3302,RIGHT,143.44,6.16,151.82,167.99,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3303,RIGHT,143.91,4.7,152.81,164.32,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3304,RIGHT,143.14,2.57,154.53,162.27,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3305,RIGHT,142.76,1.08,156.82,162.96,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3308,RIGHT,142.57,0.0,155.76,161.13,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3346,RIGHT,143.37,1.0,159.03,156.47,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3356,RIGHT,141.22,0.24,158.92,150.49,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3378,RIGHT,143.32,0.68,158.31,146.68,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3379,RIGHT,143.3,0.72,157.02,144.72,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3381,RIGHT,142.61,1.77,152.84,140.19,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3382,RIGHT,141.64,1.9,151.75,138.6,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3383,RIGHT,140.81,1.82,149.92,135.12,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3384,RIGHT,140.02,1.61,149.17,133.42,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3385,RIGHT,139.78,1.81,147.82,130.82,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3386,RIGHT,139.77,2.06,145.34,125.07,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3387,RIGHT,138.94,2.62,143.12,120.53,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3388,RIGHT,139.05,4.55,138.82,115.18,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3389,RIGHT,142.08,6.88,137.33,113.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3390,RIGHT,145.72,9.66,135.03,110.42,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3391,RIGHT,146.62,12.34,131.51,107.85,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3392,RIGHT,146.19,13.47,128.64,105.68,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3393,RIGHT,145.69,14.42,127.01,104.99,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3394,RIGHT,145.19,14.98,125.52,102.68,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3395,RIGHT,145.54,16.26,125.24,104.3,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3396,RIGHT,143.99,16.67,123.99,104.59,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3398,RIGHT,143.21,16.93,120.38,102.07,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3399,RIGHT,143.3,17.27,118.62,101.01,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3400,RIGHT,139.46,16.11,114.86,99.52,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3401,RIGHT,137.77,16.16,112.68,98.22,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3402,RIGHT,136.08,16.02,110.89,97.92,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3403,RIGHT,138.32,18.63,108.84,97.7,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3404,RIGHT,138.53,20.04,106.42,99.37,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3405,RIGHT,137.18,20.57,105.39,102.5,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3406,RIGHT,136.78,22.1,103.53,104.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3407,RIGHT,140.27,26.35,99.11,103.62,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3408,RIGHT,142.6,31.66,94.33,102.32,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3409,RIGHT,146.7,36.07,89.2,99.23,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3410,RIGHT,145.53,38.08,86.23,97.73,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3411,RIGHT,148.77,41.41,84.01,98.5,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3413,RIGHT,150.26,44.67,80.28,98.84,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3414,RIGHT,151.03,46.4,78.02,99.18,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3415,RIGHT,147.99,45.39,75.63,99.73,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3416,RIGHT,147.16,47.5,69.86,98.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3417,RIGHT,143.94,47.75,63.17,96.19,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3418,RIGHT,144.85,49.84,60.12,95.26,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3419,RIGHT,145.58,52.05,57.45,97.98,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3420,RIGHT,146.9,54.42,55.46,95.93,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3425,RIGHT,147.34,58.76,50.86,91.74,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3427,RIGHT,148.89,60.9,49.3,90.26,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3428,RIGHT,148.38,61.99,47.59,89.07,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3429,RIGHT,148.31,62.22,46.09,88.62,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3430,RIGHT,150.99,63.93,46.87,90.4,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3431,RIGHT,152.88,64.91,45.5,87.92,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3432,RIGHT,155.2,65.62,43.04,85.77,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3433,RIGHT,157.39,65.31,39.36,83.97,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3434,RIGHT,159.15,66.54,36.64,81.61,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3435,RIGHT,160.82,67.76,34.77,76.44,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3436,RIGHT,162.33,67.86,32.74,73.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3437,RIGHT,161.22,66.39,31.28,68.2,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3440,RIGHT,159.83,65.36,27.55,67.04,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3443,RIGHT,157.31,65.49,24.76,65.34,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3457,RIGHT,153.84,59.15,26.23,65.63,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3458,RIGHT,153.98,59.76,26.91,67.68,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3459,RIGHT,156.0,61.35,29.01,70.86,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3461,RIGHT,158.68,62.21,29.53,71.21,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3462,RIGHT,159.33,63.04,29.95,73.05,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3464,RIGHT,158.04,64.1,33.39,76.75,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3465,RIGHT,156.83,63.79,36.73,80.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3466,RIGHT,155.66,63.2,38.6,82.88,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3467,RIGHT,154.3,62.66,40.22,85.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3468,RIGHT,154.49,62.74,42.36,85.84,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3469,RIGHT,154.49,62.27,44.11,86.23,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3473,RIGHT,152.74,60.97,47.44,88.69,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3474,RIGHT,150.46,58.87,49.31,91.13,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3475,RIGHT,148.03,57.07,50.51,93.04,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3476,RIGHT,145.61,56.31,51.73,95.2,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3477,RIGHT,144.27,54.66,53.07,95.91,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3478,RIGHT,144.89,54.77,55.0,99.38,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3479,RIGHT,142.19,52.68,56.44,101.98,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3480,RIGHT,141.54,51.18,58.14,102.77,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3481,RIGHT,142.15,50.65,61.18,105.55,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3482,RIGHT,141.3,49.58,63.63,107.37,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3483,RIGHT,138.89,47.24,65.7,107.63,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3484,RIGHT,137.93,45.9,67.76,108.56,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3485,RIGHT,137.11,44.66,69.61,108.95,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3486,RIGHT,137.81,43.29,72.6,111.27,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3487,RIGHT,138.34,42.5,75.15,112.45,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3488,RIGHT,138.93,41.02,77.56,114.5,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3489,RIGHT,141.43,41.27,79.46,116.1,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3490,RIGHT,143.34,38.94,82.51,117.16,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3491,RIGHT,145.27,37.36,85.79,118.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3492,RIGHT,146.91,35.97,87.77,118.88,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3493,RIGHT,147.1,33.86,91.89,121.74,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3494,RIGHT,148.52,32.5,94.8,122.61,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3495,RIGHT,151.28,31.25,98.3,124.1,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3496,RIGHT,150.14,27.27,101.47,124.6,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3497,RIGHT,150.46,25.24,106.5,128.36,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3498,RIGHT,151.85,23.97,109.1,130.8,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3499,RIGHT,148.96,22.26,112.21,134.31,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3500,RIGHT,147.98,20.64,115.98,138.92,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3501,RIGHT,148.14,18.44,120.36,141.63,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3502,RIGHT,147.32,16.87,125.07,145.27,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3503,RIGHT,145.79,14.92,129.1,150.03,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3504,RIGHT,145.47,12.72,132.67,153.78,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3505,RIGHT,143.47,9.71,136.36,155.63,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3506,RIGHT,144.16,7.72,141.59,158.92,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3507,RIGHT,141.7,3.54,147.1,160.01,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3508,RIGHT,139.87,1.35,150.68,161.08,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3509,RIGHT,139.78,1.16,156.29,163.55,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3510,RIGHT,141.53,1.61,158.72,165.6,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3513,RIGHT,142.52,2.57,160.63,166.3,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3518,RIGHT,142.88,3.22,160.17,161.09,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3547,RIGHT,135.48,3.42,161.9,158.59,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3615,RIGHT,137.76,7.03,163.62,158.94,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3617,RIGHT,139.34,5.57,161.12,157.06,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3618,RIGHT,139.22,4.65,159.0,155.51,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3619,RIGHT,139.22,1.43,153.58,152.8,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3620,RIGHT,138.68,1.52,148.45,148.15,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3621,RIGHT,137.1,2.16,146.14,145.79,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3622,RIGHT,138.72,4.67,140.72,140.65,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3623,RIGHT,138.02,6.33,136.3,136.9,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3624,RIGHT,139.22,10.25,130.04,131.88,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3625,RIGHT,137.67,11.94,124.56,126.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3626,RIGHT,135.23,13.65,117.06,119.15,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3627,RIGHT,130.02,14.28,111.98,117.41,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3628,RIGHT,131.76,17.38,108.81,115.58,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3629,RIGHT,130.76,20.87,103.01,111.39,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3630,RIGHT,131.54,25.68,96.09,107.26,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3631,RIGHT,133.06,29.91,89.77,101.33,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3632,RIGHT,133.85,34.32,84.07,96.72,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3633,RIGHT,135.13,37.21,80.85,93.7,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3634,RIGHT,139.99,42.16,75.01,88.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3635,RIGHT,142.16,44.94,70.35,83.42,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3636,RIGHT,143.08,48.35,64.98,79.8,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3637,RIGHT,144.04,51.34,60.65,79.4,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3638,LEFT,140.0,40.73,61.41,91.68,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3639,LEFT,141.84,41.91,59.06,88.45,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3640,LEFT,140.47,41.75,57.21,87.32,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3641,LEFT,139.76,42.51,54.88,86.09,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3642,LEFT,137.8,42.27,53.46,85.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3643,LEFT,138.52,43.2,51.75,86.56,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3644,LEFT,136.8,39.79,46.43,80.97,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3645,LEFT,136.46,38.19,46.19,84.24,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3646,LEFT,135.57,36.38,44.66,90.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3647,LEFT,138.41,37.3,40.69,85.96,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3648,LEFT,142.81,37.68,36.32,78.59,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3650,LEFT,143.85,36.58,33.01,72.42,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3651,LEFT,151.86,40.61,30.7,67.92,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3652,LEFT,147.07,36.56,28.43,63.66,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3653,LEFT,139.47,32.37,26.66,58.82,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3654,LEFT,140.29,32.48,26.7,56.83,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3655,LEFT,137.15,31.97,25.69,54.58,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3656,RIGHT,134.62,47.72,26.16,54.43,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3657,RIGHT,134.93,47.2,27.67,54.86,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3659,RIGHT,137.32,47.25,28.41,51.32,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3660,RIGHT,138.13,45.96,27.71,47.86,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3661,RIGHT,138.06,44.4,25.88,43.45,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3662,RIGHT,139.79,44.48,24.12,41.6,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3663,RIGHT,141.46,45.39,24.64,40.9,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3664,RIGHT,142.83,44.72,23.05,43.46,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3665,RIGHT,145.0,45.69,23.29,43.1,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3666,RIGHT,146.55,45.46,23.4,40.08,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3668,RIGHT,147.26,46.03,22.7,41.7,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3669,RIGHT,147.9,45.86,24.33,40.37,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3670,RIGHT,148.57,45.68,26.26,40.41,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3672,RIGHT,146.06,46.72,27.05,42.92,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3674,RIGHT,142.67,46.72,33.97,44.96,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3675,RIGHT,142.14,48.17,32.78,47.5,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3676,RIGHT,141.91,49.14,31.24,48.33,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3677,RIGHT,141.06,49.53,31.37,56.86,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3678,RIGHT,139.57,50.54,37.29,58.81,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3679,RIGHT,140.18,52.27,35.88,60.99,1,Good
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.03.mp4,3680,RIGHT,139.33,53.96,34.93,60.94,1,Good
